name,loc,par,if,switch,for,while,token,risk level
module.exports,20,1,3,0,0,0,109,moderate risk
exports.encodePacket,26,4,5,0,0,0,182,moderate risk
exports.decodePayload,42,3,10,0,1,0,287,moderate risk
exports.decodePacket,20,3,33,0,9,1,160,moderate risk
module.exports,18,3,5,0,1,0,163,moderate risk
_hasBinary,27,1,6,0,2,0,169,moderate risk
decodeSymbol,48,0,9,0,0,0,271,moderate risk
(anonymous),45,1,19,0,1,4,225,moderate risk
_hasBinary,27,1,6,0,2,0,175,moderate risk
_removeBlobs,18,3,4,0,2,0,145,moderate risk
decodeString,51,1,11,0,0,3,375,moderate risk
quote,21,1,2,1,1,0,159,moderate risk
JSON3.stringify,21,3,5,0,2,0,252,moderate risk
_initialize,56,1,14,0,0,0,370,moderate risk
(anonymous),41,4,8,0,1,0,315,moderate risk
(anonymous),38,3,8,0,0,0,294,moderate risk
_value,45,3,9,0,0,0,436,moderate risk
add,40,1,4,0,0,0,291,moderate risk
keydown,33,1,5,0,0,0,236,moderate risk
time,31,3,7,0,1,0,195,moderate risk
month,18,2,3,0,0,0,179,moderate risk
date,15,2,2,0,0,0,148,moderate risk
month,17,3,2,0,0,0,198,moderate risk
date,28,3,5,0,0,0,318,moderate risk
_create,42,0,8,0,1,0,356,moderate risk
updateStyles,46,0,7,0,0,0,399,moderate risk
(anonymous),69,0,44,0,2,0,460,moderate risk
buildTicks,50,2,7,0,0,1,436,moderate risk
triggerEvent,33,3,4,0,1,0,181,moderate risk
off,26,3,6,0,2,0,238,moderate risk
exports.format_date,28,2,5,0,0,0,303,moderate risk
gradientFill,50,6,7,0,2,0,246,moderate risk
_parseResults,26,3,1,0,2,0,247,moderate risk
sld_handleEvent,54,1,7,1,0,0,306,moderate risk
sld_enablePasscode,54,0,5,1,0,0,261,moderate risk
isPlainObject,17,1,2,0,1,0,107,moderate risk
each,40,3,7,0,4,0,205,moderate risk
access,35,7,5,0,2,0,229,moderate risk
fire,26,1,4,0,1,0,139,moderate risk
internalRemoveData,50,3,11,0,1,0,316,moderate risk
addClass,29,1,4,0,1,1,190,moderate risk
removeClass,29,1,3,0,1,2,209,moderate risk
(anonymous),18,0,2,0,0,1,141,moderate risk
get,24,1,2,0,1,0,175,moderate risk
prop,25,3,5,0,0,0,174,moderate risk
dispatch,37,1,5,0,0,2,321,moderate risk
jQuery.Event,18,2,3,0,0,0,134,moderate risk
on,37,5,6,0,1,0,206,moderate risk
(anonymous),43,2,1,0,0,3,270,moderate risk
(anonymous),18,1,2,0,0,0,160,moderate risk
(anonymous),31,3,7,0,0,2,205,moderate risk
select,59,4,8,0,1,0,462,moderate risk
(anonymous),29,1,4,0,1,0,228,moderate risk
(anonymous),36,2,6,0,2,0,219,moderate risk
(anonymous),18,2,2,0,0,0,143,moderate risk
callback,51,2,9,0,0,0,248,moderate risk
send,42,2,16,0,2,0,275,moderate risk
"""*""",25,2,2,0,0,0,212,moderate risk
(anonymous),27,0,5,0,2,0,191,moderate risk
(anonymous),25,0,3,0,2,0,200,moderate risk
k,1,1,0,0,0,0,268,moderate risk
c,1,2,0,0,0,0,195,moderate risk
g,1,5,0,0,0,0,310,moderate risk
DBCSCodec,46,1,6,0,8,0,482,moderate risk
DBCSCodec.prototype._addDecodeChunk,39,1,4,0,4,0,360,moderate risk
decoderDBCSWrite,53,1,3,0,2,0,536,moderate risk
(anonymous),30,0,4,0,0,3,237,moderate risk
listenTo,84,2,5,0,1,0,373,moderate risk
_dateResults,33,2,5,0,4,0,367,moderate risk
visitTag,37,1,9,0,0,0,321,moderate risk
(anonymous),40,3,7,0,4,0,205,moderate risk
siblingCheck,17,2,4,0,0,1,95,moderate risk
sortOrder,26,2,5,0,0,0,179,moderate risk
sortOrder,39,2,2,0,0,3,227,moderate risk
Sizzle.matchesSelector,18,2,3,0,0,0,137,moderate risk
(anonymous),18,1,2,0,0,0,157,moderate risk
(anonymous),28,3,6,0,0,2,187,moderate risk
matcherFromTokens,37,1,3,0,2,0,319,moderate risk
closest,21,2,1,0,2,0,158,moderate risk
fire,26,1,4,0,1,0,139,moderate risk
jQuery.access,35,7,5,0,2,0,229,moderate risk
dispatch,37,1,5,0,0,2,321,moderate risk
on,37,5,6,0,1,0,206,moderate risk
clone,29,3,4,0,2,0,230,moderate risk
buildFragment,50,4,6,0,1,3,382,moderate risk
(anonymous),25,1,4,0,1,0,179,moderate risk
domManip,54,2,11,0,2,0,384,moderate risk
getWidthOrHeight,27,3,3,0,0,0,168,moderate risk
showHide,37,2,7,0,2,0,266,moderate risk
css,20,4,4,0,0,0,169,moderate risk
attr,32,3,5,0,0,0,243,moderate risk
prop,21,3,3,0,0,0,158,moderate risk
addClass,32,1,5,0,1,1,206,moderate risk
removeClass,32,1,4,0,1,2,225,moderate risk
(anonymous),20,0,3,0,0,1,139,moderate risk
get,24,1,2,0,1,0,173,moderate risk
ajaxHandleResponses,39,3,8,0,2,1,216,moderate risk
send,31,2,6,0,2,0,208,moderate risk
(anonymous),23,3,5,0,0,0,217,moderate risk
setOffset,36,3,6,0,0,0,271,moderate risk
onMouseDown,36,1,5,1,0,0,190,moderate risk
onMouseUp,33,1,6,1,0,0,183,moderate risk
(anonymous),51,0,7,0,0,0,449,moderate risk
text.get,33,2,2,0,0,1,254,moderate risk
parse_sec_tag_start,63,0,10,0,0,1,362,moderate risk
parse_end_tag,73,0,11,0,0,2,386,moderate risk
parse_filters,79,0,15,0,0,1,448,moderate risk
parse_special,51,0,9,0,0,0,270,moderate risk
parse_frac,54,0,9,0,0,1,286,moderate risk
parse_integer,43,0,8,0,0,1,237,moderate risk
parse_key,60,0,11,0,0,1,349,moderate risk
parse_eol,57,0,14,0,0,0,274,moderate risk
this.$calculateIndent,46,2,5,0,1,1,329,moderate risk
(anonymous),35,1,5,0,0,0,372,moderate risk
up,26,1,6,0,0,0,183,moderate risk
parse,50,2,7,0,1,1,373,moderate risk
_populateConditionsCache,24,0,3,0,3,0,191,moderate risk
_resetModules,31,0,6,0,2,0,242,moderate risk
_requires,40,2,9,0,2,0,237,moderate risk
_setup,37,0,8,0,3,0,248,moderate risk
getModule,45,1,10,0,1,0,249,moderate risk
_reduce,27,1,5,0,2,0,195,moderate risk
_onSuccess,34,0,4,0,2,0,233,moderate risk
_insert,64,4,19,0,5,0,396,moderate risk
_filter,19,3,4,0,0,0,164,moderate risk
encoding.config,41,1,7,0,0,0,259,moderate risk
axis_labels,19,5,2,0,0,0,239,moderate risk
compile,32,2,5,0,1,0,345,moderate risk
box,52,2,7,0,0,0,432,moderate risk
time.cardinality,18,4,1,1,0,0,119,moderate risk
time.scale.domain,12,2,0,1,0,0,131,moderate risk
merge,21,2,4,0,1,0,155,moderate risk
util.bins,46,1,2,0,1,0,396,moderate risk
WebDeveloper.Overlay.Miscellaneous.updateMiscellaneousMenu,60,1,8,0,0,0,341,moderate risk
jasmine.Env.prototype.compareObjects_,30,4,6,0,3,0,294,moderate risk
(anonymous),36,0,7,0,1,0,261,moderate risk
jasmine.PrettyPrinter.prototype.format,43,1,3,0,0,0,328,moderate risk
target.cacheDiffForKnownOperation,41,3,5,1,2,0,278,moderate risk
writeValue,40,2,6,2,1,0,259,moderate risk
values.join,32,1,3,0,0,0,229,moderate risk
applyBindingsToNodeInternal,41,4,13,0,0,0,252,moderate risk
'update',50,3,14,0,0,0,413,moderate risk
executeTemplate,30,5,3,1,0,0,230,moderate risk
'update',28,5,4,0,0,0,236,moderate risk
ko.utils.setDomNodeChildrenFromArrayMapping,43,5,11,1,4,0,322,moderate risk
_scrollIfNeeded,30,1,4,0,0,0,377,moderate risk
container.width,47,0,6,0,0,0,254,moderate risk
scrollToElement,41,3,5,0,0,1,275,moderate risk
(anonymous),29,1,1,1,0,0,138,moderate risk
initialise,132,1,74,2,0,1,665,moderate risk
(anonymous),43,1,7,1,0,0,397,moderate risk
setOption,17,2,2,0,0,0,174,moderate risk
onDrop,20,1,7,0,1,0,188,moderate risk
handleKeyBinding,27,1,11,0,0,0,263,moderate risk
onKeyDown,14,1,6,0,0,0,139,moderate risk
onKeyPress,14,1,7,0,0,0,180,moderate risk
calculateScrollPos,19,4,3,0,0,0,232,moderate risk
updateSelection,33,0,4,0,0,0,437,moderate risk
setSelection,25,4,11,0,0,0,308,moderate risk
findPosH,18,2,7,0,2,0,175,moderate risk
indentLine,28,2,10,0,1,0,304,moderate risk
(anonymous),21,2,5,0,0,0,203,moderate risk
getLine,26,1,8,0,2,0,342,moderate risk
scan,16,3,4,0,2,0,250,moderate risk
matchBrackets,22,1,9,0,4,0,418,moderate risk
lookup,21,1,8,0,1,0,147,moderate risk
markedSpansBefore,13,3,2,0,0,0,164,moderate risk
markedSpansAfter,13,2,2,0,0,0,168,moderate risk
span_,34,3,7,0,0,1,289,moderate risk
span,27,3,6,0,0,0,249,moderate risk
addChange,20,3,2,0,2,0,286,moderate risk
redraw,78,0,6,0,2,0,565,moderate risk
dojox.date.buddhist.add,55,3,3,1,0,0,347,moderate risk
growListenerTree,44,2,7,0,1,1,290,moderate risk
EventEmitter.prototype.on,39,2,7,0,0,0,266,moderate risk
_createWrap,57,0,9,1,0,0,559,moderate risk
_handleMouseUp,51,1,11,0,1,0,545,moderate risk
_setRatio,73,4,4,1,0,0,691,moderate risk
(anonymous),32,2,4,0,0,0,340,moderate risk
EventEmitter._dispatchEvent,23,2,7,0,1,0,175,moderate risk
Array.prototype.splice,46,2,7,0,3,0,331,moderate risk
reduce,34,1,6,0,1,0,197,moderate risk
reduceRight,33,1,6,0,0,0,195,moderate risk
defineProperty,33,3,8,0,0,0,229,moderate risk
this.compare,16,2,6,0,0,0,134,moderate risk
Lexer.prototype.tokenize,30,2,3,0,0,1,274,moderate risk
Lexer.prototype.heregexToken,52,1,6,0,1,0,511,moderate risk
Lexer.prototype.unfinished,4,0,0,0,0,0,83,moderate risk
(anonymous),35,3,7,0,1,0,338,moderate risk
Block.prototype.compileNode,42,1,6,0,1,0,321,moderate risk
Block.prototype.compileWithDeclarations,45,1,8,0,1,0,403,moderate risk
Call.prototype.unfoldSoak,49,1,9,0,1,1,335,moderate risk
Range.prototype.compileNode,30,1,6,0,0,0,462,moderate risk
Range.prototype.compileArray,28,1,4,0,1,0,374,moderate risk
(anonymous),40,0,8,0,0,1,246,moderate risk
Param.prototype.eachName,33,2,6,0,1,0,241,moderate risk
Op,21,4,5,0,0,0,137,moderate risk
Op.prototype.invert,33,0,3,0,0,2,255,moderate risk
Op.prototype.compileNode,28,1,7,0,0,0,264,moderate risk
Op.prototype.compileUnary,25,1,5,0,0,0,237,moderate risk
For.prototype.pluckDirectCall,25,2,3,0,1,0,336,moderate risk
Switch.prototype.compileNode,34,1,5,0,2,0,438,moderate risk
],56,4,9,1,2,0,318,moderate risk
_.forEach,16,3,5,0,2,0,147,moderate risk
(anonymous),33,5,10,0,0,0,381,moderate risk
contains,16,2,2,0,0,0,122,moderate risk
allById,34,2,6,0,1,0,201,moderate risk
isPlainObject,17,1,2,0,1,0,107,moderate risk
each,36,3,7,0,4,0,193,moderate risk
map,23,3,3,0,2,0,179,moderate risk
access,34,7,4,0,2,0,228,moderate risk
fire,26,1,4,0,1,0,139,moderate risk
(anonymous),48,3,11,0,1,0,295,moderate risk
removeClass,22,1,3,0,2,1,208,moderate risk
(anonymous),18,0,2,0,0,1,138,moderate risk
get,24,1,2,0,1,0,175,moderate risk
prop,25,3,5,0,0,0,174,moderate risk
handlers.slice,27,1,4,0,2,0,222,moderate risk
jQuery.Event,18,2,3,0,0,0,134,moderate risk
on,37,5,6,0,1,0,206,moderate risk
(anonymous),18,2,2,0,0,0,162,moderate risk
sortOrder,40,2,3,0,1,2,246,moderate risk
tokenize,42,2,6,0,1,1,311,moderate risk
(anonymous),33,3,7,0,0,2,192,moderate risk
matcherFromTokens,35,1,3,0,2,0,301,moderate risk
select,48,5,8,0,1,0,365,moderate risk
select,38,5,5,0,0,1,255,moderate risk
closest,21,2,1,0,1,1,162,moderate risk
(anonymous),29,1,4,0,1,0,220,moderate risk
domManip,40,3,9,0,1,0,279,moderate risk
cloneFixAttributes,33,2,7,0,0,0,241,moderate risk
jQuery.buildFragment,23,3,3,0,0,0,200,moderate risk
clone,35,3,5,0,2,0,252,moderate risk
cleanData,36,2,6,0,2,0,218,moderate risk
jQuery.uaMatch,13,1,0,0,0,0,144,moderate risk
showHide,36,2,7,0,2,0,254,moderate risk
css,20,4,4,0,0,0,165,moderate risk
curCSS,22,2,4,0,0,0,157,moderate risk
augmentWidthOrHeight,25,4,5,0,1,0,193,moderate risk
getWidthOrHeight,24,3,3,0,0,0,159,moderate risk
set,17,2,2,0,0,0,133,moderate risk
inspectPrefiltersOrTransports,28,6,3,0,1,0,196,moderate risk
ajaxHandleResponses,45,3,9,0,3,1,251,moderate risk
(anonymous),28,3,5,0,0,0,242,moderate risk
callback,52,2,8,0,0,0,246,moderate risk
send,42,2,15,0,2,0,277,moderate risk
"""*""",25,2,2,0,0,0,211,moderate risk
(anonymous),27,0,5,0,2,0,191,moderate risk
jQuery.fn.offset,33,1,5,0,0,0,219,moderate risk
setOffset,34,3,6,0,0,0,269,moderate risk
on,36,5,5,0,1,0,204,moderate risk
require,31,1,1,0,0,0,241,moderate risk
api.dispatch,16,3,4,0,1,0,141,moderate risk
options.preventCombining.concat,47,1,5,0,3,0,418,moderate risk
atrule,13,0,1,0,0,0,56,moderate risk
clone,39,1,7,0,2,0,238,moderate risk
processor,29,3,6,0,1,0,213,moderate risk
_generateLuceneQuery,43,1,8,0,0,0,343,moderate risk
(anonymous),40,3,7,0,4,0,205,moderate risk
(anonymous),35,7,5,0,2,0,229,moderate risk
selector_sortOrder,20,2,5,0,0,0,118,moderate risk
fire,26,1,4,0,1,0,139,moderate risk
addClass,29,1,4,0,1,1,190,moderate risk
removeClass,29,1,3,0,1,2,209,moderate risk
(anonymous),20,0,3,0,0,1,139,moderate risk
get,24,1,2,0,1,0,175,moderate risk
attr,32,3,5,0,0,0,243,moderate risk
prop,21,3,3,0,0,0,158,moderate risk
dispatch,37,1,5,0,0,2,321,moderate risk
on,37,5,6,0,1,0,206,moderate risk
closest,21,2,1,0,2,0,162,moderate risk
(anonymous),25,1,4,0,1,0,179,moderate risk
domManip,50,3,10,0,2,0,384,moderate risk
clone,28,3,4,0,2,0,232,moderate risk
buildFragment,50,4,6,0,1,3,382,moderate risk
ajaxHandleResponses,39,3,8,0,2,1,216,moderate risk
(anonymous),23,3,5,0,0,0,217,moderate risk
applyPerformanceRewards,33,1,6,0,2,0,359,moderate risk
this.getComputedStyle,28,1,15,1,0,0,199,moderate risk
transformLegacyStyles,36,1,6,0,1,2,337,moderate risk
splitNodes,17,6,2,0,0,2,194,moderate risk
_setViewValue,15,2,7,0,0,0,129,moderate risk
setupToolElement,32,2,8,0,0,0,290,moderate risk
(anonymous),26,5,4,0,0,0,228,moderate risk
(anonymous),49,5,7,0,1,0,384,moderate risk
this.getFoldWidgetRange,60,3,10,0,0,2,382,moderate risk
this.getNextLineIndent,27,3,6,0,0,0,163,moderate risk
_isValid,15,4,4,0,0,0,122,moderate risk
_processOptions,29,1,3,0,0,0,178,moderate risk
execute,40,2,3,5,0,0,465,moderate risk
this.make,42,0,6,0,0,0,507,moderate risk
twttr.txt.isValidUrl,27,2,4,0,0,0,208,moderate risk
(anonymous),13,2,0,0,0,1,206,moderate risk
(anonymous),30,1,2,0,1,0,243,moderate risk
respoke.isEqual,25,2,5,0,2,0,198,moderate risk
FCKElementPath,37,1,8,0,0,1,197,moderate risk
display,33,0,4,0,0,0,350,moderate risk
contains,16,2,2,0,0,0,122,moderate risk
allById,34,2,6,0,1,0,201,moderate risk
tapGesture,20,2,4,0,0,0,157,moderate risk
transformGesture,45,2,8,1,0,0,314,moderate risk
pointerCoord,12,1,2,0,0,0,103,moderate risk
tapHasPointerMoved,13,1,1,0,0,0,135,moderate risk
(anonymous),29,0,7,0,1,0,206,moderate risk
viewportUpdate,45,0,11,0,0,0,257,moderate risk
step,30,1,5,0,1,0,257,moderate risk
self.touchMove,28,1,5,0,0,0,240,moderate risk
__repositionScrollbars,58,0,10,0,0,0,577,moderate risk
scrollTo,41,5,8,0,0,0,328,moderate risk
__stepThroughDeceleration,64,1,14,0,0,0,441,moderate risk
(anonymous),33,1,7,0,0,0,262,moderate risk
_startDrag,35,1,5,0,0,0,293,moderate risk
setup,30,0,5,0,0,1,295,moderate risk
slide,22,2,5,0,0,1,235,moderate risk
handleEvent,23,1,2,1,0,0,182,moderate risk
touchmove,37,1,5,0,0,0,318,moderate risk
end,55,1,8,0,0,0,489,moderate risk
forEach,28,3,5,0,3,0,220,moderate risk
],32,2,3,0,4,0,233,moderate risk
(anonymous),28,1,4,0,2,0,220,moderate risk
self.url,35,3,8,0,0,0,220,moderate risk
$set,55,4,7,0,1,0,454,moderate risk
publicLinkFn,32,3,6,0,1,0,206,moderate risk
compositeLinkFn,41,4,4,0,2,0,282,moderate risk
compileNodes,33,6,6,0,3,0,240,moderate risk
collectDirectives,70,5,9,1,1,1,507,moderate risk
getControllers,39,4,8,0,1,0,250,moderate risk
(anonymous),59,1,9,0,1,1,388,moderate risk
(anonymous),34,4,5,0,0,0,237,moderate risk
sendReq,45,3,18,0,2,0,322,moderate risk
(anonymous),22,1,7,0,0,1,218,moderate risk
lex,34,1,2,0,0,1,308,moderate risk
cspSafeGetter,18,2,9,0,0,0,155,moderate risk
cspSafeGetterFn,14,7,9,0,0,0,143,moderate risk
$parse,34,3,3,1,0,0,230,moderate risk
+,30,1,2,0,0,1,161,moderate risk
(anonymous),39,2,3,0,1,2,248,moderate risk
this.$get,33,2,6,0,1,0,273,moderate risk
deepCompare,41,4,5,1,2,0,245,moderate risk
(anonymous),32,3,5,0,5,1,202,moderate risk
(anonymous),33,2,7,0,1,0,217,moderate risk
compare,23,2,6,0,0,0,200,moderate risk
optGroupTemplate.clone.attr,75,2,9,0,3,2,517,moderate risk
render,66,0,16,0,5,2,421,moderate risk
setupAsOptions,45,3,29,0,9,2,306,moderate risk
animationRunner,56,4,14,1,5,0,288,moderate risk
animationsDisabled,31,2,7,0,0,1,180,moderate risk
animateSetup,48,4,5,0,0,0,339,moderate risk
animateRun,75,5,18,0,2,0,546,moderate risk
(anonymous),45,3,14,0,2,0,349,moderate risk
matchDetails,40,2,3,0,0,2,417,moderate risk
UrlMatcher.prototype.format,39,1,7,0,1,0,367,moderate risk
href,19,3,4,0,0,0,184,moderate risk
findState,30,2,7,0,1,0,246,moderate risk
registerState,26,1,6,0,1,0,259,moderate risk
href,18,3,3,0,0,0,160,moderate risk
jqLite.prototype.addClass,25,1,4,0,2,0,199,moderate risk
(anonymous),33,2,4,1,1,0,204,moderate risk
(anonymous),42,1,6,0,2,2,289,moderate risk
isActiveScope,34,1,10,0,0,1,169,moderate risk
(anonymous),20,2,6,0,0,0,173,moderate risk
self.updatePositions,26,7,7,0,0,0,191,moderate risk
positionItem,32,2,7,0,0,0,187,moderate risk
self.exposeAside,11,1,2,0,0,0,119,moderate risk
self.isDraggableTarget,21,1,1,0,0,0,193,moderate risk
self.select,39,2,7,0,1,0,245,moderate risk
compile,52,2,7,0,2,0,393,moderate risk
goog.typeOf,36,1,6,0,0,0,180,moderate risk
_trackYoutube,47,1,10,0,2,0,297,moderate risk
handleResponse,29,4,5,0,0,0,195,moderate risk
login,19,3,5,0,0,0,208,moderate risk
jasmine.Env.prototype.compareObjects_,30,4,6,0,3,0,294,moderate risk
(anonymous),36,0,7,0,1,0,261,moderate risk
jasmine.PrettyPrinter.prototype.format,43,1,3,0,0,0,332,moderate risk
isSpace,4,1,0,0,0,0,76,moderate risk
lazyValue,46,0,4,0,0,2,273,moderate risk
baseClone,44,7,8,0,0,1,282,moderate risk
baseDifference,34,2,4,0,0,2,176,moderate risk
baseIsMatch,34,5,5,0,0,2,207,moderate risk
(anonymous),17,3,3,0,0,0,136,moderate risk
baseMergeDeep,33,7,4,0,0,1,250,moderate risk
baseSlice,18,3,2,0,0,1,139,moderate risk
baseUniq,40,2,5,0,0,2,213,moderate risk
(anonymous),23,0,4,0,0,1,170,moderate risk
createWrapper,36,8,5,0,0,0,305,moderate risk
equalArrays,34,7,5,0,0,2,217,moderate risk
equalObjects,41,7,7,0,0,1,266,moderate risk
initCloneByTag,22,3,0,1,0,0,146,moderate risk
intersection,39,0,4,0,0,3,251,moderate risk
lastIndexOf,23,3,4,0,0,1,166,moderate risk
includes,18,3,3,0,0,0,141,moderate risk
debounced,39,0,7,0,0,0,212,moderate risk
keysIn,26,1,3,0,1,1,188,moderate risk
random,33,3,6,0,0,0,199,moderate risk
template,59,3,6,0,0,0,343,moderate risk
mixin,34,3,6,0,0,1,209,moderate risk
],24,0,3,0,0,0,185,moderate risk
(anonymous),22,1,8,0,0,0,136,moderate risk
refresh,30,2,5,0,0,0,214,moderate risk
showStack,56,2,9,0,3,0,472,moderate risk
Dropzone,57,2,13,0,0,0,479,moderate risk
(anonymous),19,0,0,1,0,0,101,moderate risk
(anonymous),25,0,0,1,0,0,92,moderate risk
(anonymous),24,0,0,1,1,0,118,moderate risk
(anonymous),40,0,5,0,0,0,328,moderate risk
_keydown,28,1,2,1,0,0,196,moderate risk
_removeEvent,31,4,7,0,2,0,205,moderate risk
_triggerEvent,29,3,6,0,1,0,225,moderate risk
_dispatchEvent,58,1,19,0,2,0,415,moderate risk
p._render,47,3,7,0,1,0,500,moderate risk
onClick,27,1,6,0,0,0,171,moderate risk
(anonymous),19,1,3,0,0,0,184,moderate risk
(anonymous),37,2,10,0,1,0,299,moderate risk
ParserPrototype.parse,50,0,2,1,0,1,267,moderate risk
ParserPrototype._parseOption,42,2,10,0,0,0,403,moderate risk
ParserPrototype._parseServiceRPC,59,2,13,0,0,0,625,moderate risk
ParserPrototype._parseMessageField,41,2,8,0,0,0,430,moderate risk
ParserPrototype._parseFieldOption,34,3,7,0,0,0,373,moderate risk
off,26,3,6,0,2,0,238,moderate risk
(anonymous),22,1,3,0,2,0,133,moderate risk
(anonymous),40,3,7,0,4,0,205,moderate risk
siblingCheck,17,2,4,0,0,1,95,moderate risk
sortOrder,26,2,5,0,0,0,179,moderate risk
sortOrder,39,2,2,0,0,3,227,moderate risk
Sizzle.matchesSelector,18,2,3,0,0,0,137,moderate risk
(anonymous),18,1,2,0,0,0,157,moderate risk
(anonymous),28,3,6,0,0,2,187,moderate risk
matcherFromTokens,37,1,3,0,2,0,319,moderate risk
tokenize,48,2,60,0,7,13,317,moderate risk
closest,21,2,1,0,2,0,158,moderate risk
fire,26,1,4,0,1,0,139,moderate risk
internalRemoveData,51,3,11,0,0,1,306,moderate risk
data,28,2,5,0,0,1,202,moderate risk
jQuery.access,35,7,5,0,2,0,229,moderate risk
dispatch,37,1,5,0,0,2,321,moderate risk
fix,30,1,4,0,0,1,214,moderate risk
on,37,5,6,0,1,0,206,moderate risk
getAll,19,2,2,0,1,0,159,moderate risk
fixCloneNodeIssues,34,2,6,0,1,0,274,moderate risk
clone,37,3,6,0,2,0,303,moderate risk
cleanData,36,2,6,0,2,0,217,moderate risk
(anonymous),29,1,4,0,1,0,216,moderate risk
curCSS,26,3,4,0,0,0,172,moderate risk
showHide,37,2,7,0,2,0,268,moderate risk
getWidthOrHeight,26,3,3,0,0,0,172,moderate risk
css,20,4,4,0,0,0,169,moderate risk
set,18,2,2,0,0,0,143,moderate risk
"""*""",28,2,2,0,0,0,250,moderate risk
(anonymous),27,0,5,0,2,0,191,moderate risk
get,24,1,2,0,1,0,173,moderate risk
attr,32,3,5,0,0,0,243,moderate risk
removeAttr,21,2,3,0,0,1,151,moderate risk
prop,21,3,3,0,0,0,158,moderate risk
addClass,32,1,5,0,1,1,206,moderate risk
removeClass,32,1,4,0,1,2,225,moderate risk
(anonymous),20,0,3,0,0,1,139,moderate risk
ajaxHandleResponses,39,3,8,0,2,1,216,moderate risk
callback,32,2,6,0,0,0,182,moderate risk
send,31,2,11,0,2,0,219,moderate risk
(anonymous),23,3,5,0,0,0,217,moderate risk
setOffset,36,3,6,0,0,0,273,moderate risk
Factory.prototype.configureInstance,31,1,4,0,2,0,251,moderate risk
ETProto.bubble,52,4,8,0,1,0,308,moderate risk
putMultiple,42,4,6,0,1,0,295,moderate risk
fetch,40,1,9,0,0,0,307,moderate risk
KratuCSVProvider.prototype.parse,56,2,7,0,2,0,315,moderate risk
success,44,1,8,0,0,0,209,moderate risk
Lint.Context.prototype.checkContentLength,28,3,9,0,0,0,212,moderate risk
ajax,92,1,40,0,0,0,909,very high risk
(anonymous),80,1,14,0,16,0,1007,very high risk
trigger,84,4,15,0,1,1,696,very high risk
trigger,88,4,15,0,1,1,700,very high risk
ajax,127,2,38,0,3,1,986,very high risk
date,230,2,14,2,2,0,1412,very high risk
parse_FunctionName,346,0,0,1,0,0,1155,very high risk
parse_NCName,394,0,0,1,0,0,1315,very high risk
lex,106,0,14,2,5,2,761,very high risk
trigger,87,4,15,0,1,1,696,very high risk
trigger,87,4,16,0,1,1,708,very high risk
ajax,127,2,38,0,3,1,986,very high risk
].concat,146,1,28,0,6,0,1095,very high risk
getRequires,169,1,34,0,11,0,1272,very high risk
(anonymous),112,3,22,0,1,5,1106,very high risk
trigger,95,4,18,0,3,0,859,very high risk
ajax,128,2,41,0,3,1,988,very high risk
addRule,92,4,14,0,6,0,938,very high risk
trigger,84,4,15,0,1,1,696,very high risk
ajax,127,2,38,0,3,1,986,very high risk
(anonymous),160,3,20,0,7,2,1694,very high risk
recalc,138,1,13,0,10,0,1245,very high risk
trigger,91,4,16,0,1,1,712,very high risk
ajax,127,2,38,0,3,1,986,very high risk
f,3,0,0,0,0,0,9,without much risk
exitFunc,2,1,0,0,0,0,5,without much risk
Migrator,3,0,0,0,0,0,11,without much risk
Migrator.prototype.list,3,0,0,0,0,0,9,without much risk
Migrator.prototype.get,3,1,0,0,0,0,13,without much risk
Migrator.prototype.register,10,2,3,0,0,0,73,without much risk
